,Age,Gender,Level of Education,University,Entrepreneurial Inclination,EI1,EI2,EI3,EI4,EI5,EE1,EE2,EE3,EE4,EE5,EM1,EM2,EM3,EM4,EM5,GSP1,GSP2,GSP3,PCS1,PCS2,PCS3,PCS4,PCS5,Fin1,Fin2,Fin3,Fin4,Fin5,FoF1,FoF2,Target
259,3.0,1.0,2,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,7
260,1.0,1.0,1,3.0,2.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,4.0,6.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,6.0,5.0,4.0,3.0,2.0,2
261,1.0,2.0,1,2.0,1.0,6.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,7.0,5.0,4
262,1.0,2.0,1,2.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,6.0,5.0,5.0,5.0,7.0,4.0,1.0,1
263,1.0,2.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,3.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,6
264,1.0,1.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5
265,2.0,2.0,2,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,7.0,7.0,7.0,1.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,6.0,4.0,3
266,3.0,1.0,1,1.0,2.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,6.0,3.0,5
267,1.0,1.0,1,2.0,1.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,7.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,6
268,1.0,2.0,2,3.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,1
269,1.0,2.0,1,1.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5
270,1.0,2.0,1,1.0,2.0,7.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,2.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5
271,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,5.0,5.0,1
272,1.0,2.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,4.0,6.0,5.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,6.0,2.0,7.0,6.0,2
273,2.0,1.0,2,1.0,2.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,3.0,7.0,7.0,6.0,7.0,7.0,4.0,3.0,6.0,6.0,6.0,7.0,7.0,2.0,4.0,5.0,5.0,3.0,2.0,1.0,3.0,2
274,1.0,2.0,1,2.0,2.0,3.0,3.0,4.0,4.0,4.0,6.0,7.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,4.0,4.0,7.0,7.0,7
275,2.0,2.0,2,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,4.0,6.0,5.0,4
276,2.0,2.0,1,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,6.0,5.0,4
277,1.0,2.0,1,3.0,1.0,7.0,7.0,6.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,1
278,2.0,2.0,2,3.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,7.0,6.0,3.0,3.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2
279,2.0,2.0,2,2.0,1.0,7.0,4.0,7.0,5.0,5.0,6.0,7.0,7.0,5.0,1.0,6.0,7.0,7.0,7.0,7.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,3.0,1.0,3
280,1.0,1.0,1,3.0,1.0,7.0,4.0,7.0,5.0,5.0,6.0,7.0,7.0,5.0,1.0,6.0,7.0,7.0,7.0,7.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,3.0,1.0,3
281,1.0,1.0,1,1.0,2.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6
282,1.0,2.0,1,1.0,2.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,3.0,1.0,1.0,6.0,6.0,4.0,6.0,7.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6
283,1.0,2.0,1,1.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,6.0,2.0,5.0,2.0,3.0,2.0,4.0,6.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,6.0,3.0,1.0,6
284,1.0,2.0,1,2.0,1.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,6
285,1.0,1.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,6.0,6
286,2.0,1.0,2,1.0,2.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4
287,3.0,2.0,2,3.0,1.0,7.0,4.0,3.0,6.0,5.0,7.0,7.0,5.0,6.0,4.0,7.0,7.0,5.0,7.0,7.0,2.0,1.0,1.0,5.0,6.0,4.0,5.0,6.0,1.0,2.0,2.0,3.0,3.0,7.0,7.0,5
288,2.0,1.0,2,1.0,2.0,4.0,5.0,4.0,7.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4
289,2.0,1.0,2,1.0,1.0,7.0,7.0,7.0,7.0,2.0,5.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,6
290,1.0,1.0,1,2.0,2.0,4.0,1.0,2.0,2.0,4.0,6.0,6.0,4.0,3.0,3.0,6.0,3.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,7
291,1.0,2.0,1,2.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,2.0,1.0,1
292,2.0,2.0,2,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,4.0,3
293,2.0,1.0,2,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,2.0,4.0,6.0,5.0,6.0,6.0,7.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,2
294,2.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,6.0,2.0,3.0,5.0,4.0,4.0,5.0,1.0,1
295,3.0,2.0,2,2.0,2.0,2.0,3.0,6.0,5.0,5.0,3.0,4.0,6.0,6.0,6.0,5.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,7.0,7.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,7.0,6
296,2.0,1.0,1,3.0,1.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,7.0,5.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,6
297,3.0,2.0,2,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,5.0,7.0,5.0,2.0,2.0,2.0,7.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,4.0,5.0,7.0,5.0,7.0,6.0,7.0,6.0,6
298,2.0,2.0,1,2.0,1.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,1.0,7.0,7.0,5
299,1.0,1.0,1,3.0,1.0,3.0,6.0,3.0,2.0,6.0,6.0,4.0,2.0,7.0,4.0,5.0,4.0,7.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,7.0,5.0,3.0,5.0,4.0,3.0,6.0,5.0,4.0,5.0,5
300,1.0,2.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,4.0,4.0,1.0,3
301,1.0,2.0,1,2.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,6.0,4.0,1.0,1.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,5.0,7.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,7.0,4.0,1.0,3
302,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,3.0,4.0,6.0,5.0,7.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
303,1.0,1.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
304,1.0,2.0,1,3.0,1.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,4.0,4.0,5.0,7.0,4.0,2.0,2
305,2.0,1.0,1,2.0,1.0,7.0,7.0,4.0,2.0,1.0,4.0,3.0,2.0,7.0,6.0,1.0,5.0,4.0,3.0,1.0,5.0,6.0,3.0,1.0,7.0,4.0,1.0,6.0,1.0,5.0,3.0,6.0,4.0,5.0,4.0,4
306,1.0,1.0,1,3.0,1.0,2.0,7.0,5.0,7.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,3.0,6.0,5.0,6.0,6.0,5.0,4.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,1.0,7
307,2.0,2.0,1,3.0,2.0,5.0,6.0,6.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5
308,1.0,2.0,1,3.0,1.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
309,1.0,2.0,1,3.0,1.0,7.0,7.0,7.0,7.0,1.0,5.0,4.0,1.0,4.0,4.0,5.0,6.0,5.0,5.0,7.0,4.0,6.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,5
310,1.0,2.0,1,3.0,1.0,1.0,6.0,5.0,5.0,3.0,7.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,7.0,6.0,6
311,1.0,1.0,1,3.0,1.0,5.0,5.0,4.0,6.0,4.0,5.0,6.0,1.0,7.0,5.0,3.0,7.0,7.0,5.0,7.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4
312,2.0,1.0,1,3.0,1.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,3.0,6.0,6.0,5
313,1.0,2.0,1,3.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,1
314,1.0,1.0,1,3.0,1.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,2.0,1.0,5.0,4.0,5.0,6.0,5.0,1.0,5.0,4.0,5.0,7.0,5.0,6.0,4
315,1.0,2.0,1,2.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,6.0,2.0,3.0,5.0,4.0,4.0,5.0,1.0,1
316,1.0,1.0,1,2.0,2.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,4.0,2.0,3.0,4.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1
317,1.0,2.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,7.0,6.0,6
318,1.0,2.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,2.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,7.0,6.0,6.0,6.0,7.0,1.0,2.0,6.0,5.0,1.0,7.0,1.0,3
319,1.0,2.0,1,1.0,1.0,4.0,5.0,3.0,5.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,6.0,4.0,5.0,3.0,5.0,4
320,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,6.0,3.0,2.0,1.0,1.0,5.0,3.0,6.0,3.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,6.0,7.0,6
321,2.0,1.0,1,1.0,2.0,2.0,4.0,7.0,5.0,4.0,2.0,7.0,5.0,3.0,4.0,1.0,6.0,4.0,6.0,3.0,1.0,3.0,5.0,4.0,4.0,3.0,7.0,1.0,4.0,7.0,5.0,5.0,3.0,6.0,2.0,6
322,2.0,1.0,2,1.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,4.0,4.0,7.0,4.0,5.0,4
323,1.0,1.0,2,2.0,1.0,4.0,5.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,6.0,4.0,3.0,4.0,3.0,7.0,3.0,4.0,6.0,6.0,3.0,5.0,4
324,2.0,2.0,1,3.0,1.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,7.0,7.0,7.0,4.0,7.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5
325,3.0,1.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,6.0,3.0,3.0,3.0,2.0,1.0,1
326,1.0,1.0,1,1.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5
327,1.0,1.0,1,3.0,1.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,4.0,7.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5
328,1.0,2.0,1,1.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,3.0,5.0,1.0,5.0,1.0,2.0,6.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,3.0,6.0,2.0,3.0,3.0,3.0,2.0,7.0,4.0,4
