,Age,Gender,Level of Education,University,Entrepreneurial Inclination,EI1,EI2,EI3,EI4,EI5,EE1,EE2,EE3,EE4,EE5,EM1,EM2,EM3,EM4,EM5,GSP1,GSP2,GSP3,PCS1,PCS2,PCS3,PCS4,PCS5,Fin1,Fin2,Fin3,Fin4,Fin5,FoF1,FoF2,Target
162,1.0,1.0,1,2.0,1.0,7.0,6.0,7.0,7.0,7.0,5.0,6.0,5.0,4.0,4.0,6.0,7.0,5.0,7.0,7.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,7.0,5.0,5.0,6.0,5.0,6.0,5.0,2.0,3
163,1.0,1.0,2,2.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
164,1.0,1.0,2,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7
165,1.0,2.0,1,2.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,2
166,1.0,2.0,1,3.0,2.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,4.0,5
167,1.0,2.0,1,3.0,1.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,1.0,1.0,3
168,1.0,2.0,1,3.0,1.0,7.0,6.0,7.0,7.0,7.0,5.0,4.0,4.0,5.0,4.0,3.0,6.0,6.0,3.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,6.0,7.0,5.0,5.0,6.0,5.0,5.0,2
169,2.0,2.0,1,3.0,2.0,4.0,4.0,3.0,3.0,3.0,6.0,5.0,4.0,2.0,6.0,6.0,7.0,6.0,7.0,4.0,5.0,2.0,7.0,3.0,7.0,3.0,6.0,6.0,4.0,7.0,7.0,4.0,7.0,7.0,5.0,4
170,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1
171,1.0,1.0,1,1.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5
172,1.0,2.0,1,2.0,1.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,4.0,7.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5
173,1.0,1.0,1,3.0,2.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5
174,3.0,2.0,2,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,4.0,1.0,1.0,1
175,1.0,1.0,1,3.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,6.0,5.0,4.0,5.0,3.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,5
176,2.0,1.0,2,2.0,1.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,3.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,5
177,1.0,2.0,1,1.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3
178,2.0,1.0,1,1.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,7.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,7.0,1.0,4.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5
179,1.0,1.0,1,1.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,4.0,3.0,3.0,6.0,7.0,7.0,5.0,6.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3
180,2.0,1.0,1,1.0,2.0,6.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,7.0,7.0,4.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,3
181,1.0,2.0,1,1.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,3.0,5
182,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,2
183,2.0,2.0,1,3.0,1.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5
184,2.0,2.0,2,3.0,2.0,2.0,3.0,2.0,2.0,2.0,7.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,5.0,5.0,5
185,2.0,2.0,1,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,4
186,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,2.0,2.0,3.0,6.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2
187,1.0,2.0,1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,6.0,6.0,5
188,1.0,2.0,1,1.0,2.0,5.0,3.0,3.0,4.0,4.0,6.0,6.0,4.0,6.0,7.0,4.0,6.0,5.0,7.0,5.0,2.0,4.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7
189,2.0,1.0,1,1.0,1.0,5.0,3.0,3.0,4.0,4.0,6.0,6.0,4.0,6.0,7.0,4.0,6.0,5.0,7.0,5.0,2.0,4.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7
190,2.0,1.0,2,1.0,2.0,7.0,4.0,7.0,3.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,1.0,7.0,2.0,1.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,3
191,1.0,1.0,1,1.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,7.0,7.0,6.0,6.0,7.0,4.0,4.0,4.0,7.0,4.0,7.0,4.0,7.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5
192,1.0,1.0,1,1.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,5.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0,4.0,2.0,7.0,4.0,2
193,2.0,1.0,1,3.0,1.0,5.0,7.0,7.0,7.0,1.0,5.0,7.0,3.0,2.0,7.0,7.0,4.0,3.0,5.0,3.0,5.0,2.0,1.0,7.0,6.0,3.0,5.0,3.0,3.0,1.0,5.0,4.0,6.0,3.0,5.0,6
194,1.0,1.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,6.0,6
195,1.0,2.0,2,1.0,1.0,7.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,2.0,5.0,5.0,6.0,4.0,4.0,3
196,2.0,1.0,1,2.0,2.0,7.0,1.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,2.0,7.0,7
197,2.0,2.0,2,3.0,2.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,7.0,3.0,3.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,1.0,1.0,4.0,1
198,2.0,1.0,2,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0,4.0,3.0,5.0,6.0,6.0,5
199,2.0,2.0,2,2.0,2.0,5.0,6.0,7.0,7.0,7.0,5.0,6.0,4.0,5.0,4.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,1.0,4.0,1.0,1.0,1.0,7.0,4.0,2
200,1.0,2.0,1,3.0,2.0,5.0,4.0,3.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,3.0,2.0,5.0,1.0,2.0,7.0,7.0,4.0,4.0,6.0,1.0,7.0,7
201,1.0,1.0,1,3.0,1.0,1.0,7.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,7.0,1.0,7.0,7.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,1.0,4
202,1.0,2.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5
203,1.0,1.0,1,2.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,6.0,4.0,7.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,6.0,4.0,3.0,5.0,3
204,1.0,1.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1
205,1.0,1.0,1,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,7.0,4.0,1.0,1.0,1
206,2.0,1.0,1,2.0,2.0,5.0,4.0,6.0,6.0,4.0,6.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4
207,1.0,2.0,1,3.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5
208,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7
209,1.0,2.0,1,3.0,1.0,5.0,7.0,7.0,7.0,4.0,4.0,4.0,5.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,4.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,5.0,7.0,7.0,4.0,6
210,1.0,2.0,1,1.0,2.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,3.0,3.0,4.0,6.0,5.0,6.0,5.0,6.0,3.0,3.0,6.0,5.0,5.0,1.0,2.0,2
211,1.0,1.0,1,2.0,2.0,7.0,6.0,7.0,7.0,5.0,3.0,6.0,5.0,5.0,4.0,5.0,7.0,4.0,4.0,7.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4
212,3.0,2.0,2,3.0,2.0,2.0,4.0,7.0,4.0,7.0,6.0,5.0,5.0,4.0,7.0,4.0,5.0,3.0,3.0,7.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,3.0,5.0,2.0,5.0,3.0,6.0,5.0,4.0,7
213,1.0,1.0,1,3.0,1.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5
214,2.0,2.0,2,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,7.0,7
215,1.0,1.0,1,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4
216,1.0,2.0,1,3.0,2.0,4.0,6.0,7.0,7.0,1.0,5.0,2.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,4.0,3.0,3
217,2.0,2.0,1,2.0,2.0,5.0,2.0,7.0,7.0,7.0,6.0,5.0,5.0,4.0,2.0,3.0,7.0,7.0,7.0,7.0,3.0,7.0,6.0,7.0,3.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,1.0,2
218,2.0,2.0,2,3.0,1.0,3.0,4.0,5.0,4.0,4.0,7.0,7.0,6.0,7.0,5.0,4.0,5.0,7.0,6.0,5.0,2.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,6
219,1.0,1.0,1,3.0,1.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7
220,1.0,2.0,1,3.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,7.0,4.0,6.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,6.0,5.0,4.0,3.0,2.0,2
221,1.0,1.0,1,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,7.0,7.0,6.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,7.0,7
222,1.0,1.0,1,3.0,1.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,1.0,4.0,5.0,5.0,5.0,7.0,5.0,7.0,1.0,1.0,3.0,3.0,3.0,7.0,5.0,1
223,2.0,2.0,1,3.0,1.0,6.0,6.0,7.0,7.0,5.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,4.0,2.0,3
224,2.0,2.0,2,2.0,2.0,5.0,4.0,3.0,5.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,4
225,1.0,1.0,1,2.0,2.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5
226,1.0,1.0,1,2.0,2.0,6.0,5.0,7.0,7.0,2.0,6.0,6.0,4.0,6.0,4.0,5.0,5.0,7.0,6.0,4.0,6.0,5.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,6.0,7.0,6.0,7
227,1.0,1.0,1,2.0,1.0,4.0,4.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7
228,3.0,2.0,2,3.0,1.0,2.0,7.0,7.0,7.0,1.0,3.0,7.0,1.0,2.0,3.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,1
229,3.0,2.0,2,3.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,6.0,3.0,3.0,3.0,2.0,1.0,1
230,2.0,2.0,2,2.0,1.0,2.0,5.0,7.0,7.0,7.0,5.0,5.0,2.0,7.0,6.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,3
231,1.0,1.0,1,1.0,2.0,3.0,2.0,3.0,3.0,3.0,7.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,7.0,4.0,3.0,2.0,6.0,6.0,6.0,5.0,4
232,2.0,1.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,7.0,3.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
233,2.0,2.0,2,1.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3
234,1.0,1.0,1,2.0,2.0,6.0,4.0,6.0,7.0,7.0,4.0,5.0,5.0,3.0,3.0,4.0,6.0,6.0,7.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2
235,1.0,2.0,1,1.0,1.0,4.0,5.0,5.0,7.0,4.0,5.0,6.0,2.0,7.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,7
236,1.0,2.0,2,1.0,1.0,5.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3
237,1.0,2.0,1,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,7.0,3.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
238,2.0,2.0,2,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6
239,1.0,2.0,1,1.0,1.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6
240,1.0,2.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6
241,1.0,2.0,2,1.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7
242,1.0,2.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6
243,1.0,2.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,7.0,3.0,4.0,7.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7
244,3.0,1.0,2,1.0,2.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,6
245,1.0,2.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7
246,1.0,2.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,1.0,6.0,7.0,7.0,3.0,3.0,7.0,3.0,7.0,3.0,5.0,7.0,5.0,6.0,7
247,1.0,2.0,2,1.0,2.0,7.0,7.0,5.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6
248,1.0,1.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,3.0,1.0,7.0,7.0,7.0,6.0,1.0,3.0,1.0,6.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,2
249,1.0,2.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,6.0,1.0,4.0,7.0,7.0,7.0,5.0,6.0,3.0,7.0,7.0,7.0,6.0,7.0,6.0,5
250,1.0,1.0,1,1.0,1.0,7.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,4.0,6.0,7.0,5
251,1.0,1.0,1,2.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,3
252,1.0,1.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,5
253,1.0,2.0,1,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,3
254,1.0,1.0,1,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,5.0,3
255,2.0,2.0,2,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,5.0,3
256,1.0,1.0,1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,5.0,3
257,1.0,1.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,6.0,7.0,7.0,5.0,3
258,1.0,2.0,1,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,3.0,6.0,7.0,7.0,5.0,3
