Skor_CFIT,Skor_APM,Skor_WA,skor_AN,AVG_ RA_ZR,AVG_FA_WU,skor Bisnis,Skor_sosial,Skor_desain,Skor_hitungan,Ket_ES,Ket_RE,Ket_AVG_4-6-8,skor_ACT,skor_DES,skor_FEAS,E1_Score,E2_Score,E3_Score,E4_Score,E5_Score,E6_Score,AVG_E,IPK
16.0,18.0,10.0,12.0,13.0,11.0,20.0,11.0,7.0,9.0,Cukup,Kurang,Kurang,20.280893124360084,14.390316062923944,18.328978622327792,A-,B+,A,B+,B+,A,83.33,3.17
18.0,13.0,12.0,11.0,11.0,9.5,19.0,16.0,1.0,15.0,Tinggi,Cukup,Tinggi,19.965858076711033,16.988093519988457,17.141330166270784,B+,B+,A,A,B+,A-,83.33,3.33
13.0,14.0,14.0,14.0,13.0,13.0,16.0,10.0,7.0,10.0,Cukup,Cukup,Baik,20.280893124360084,16.410809640640785,19.9916864608076,B+,B+,B+,B+,A-,B,77.495,3.18
16.0,18.0,10.0,11.0,11.0,11.0,9.0,14.0,12.0,9.0,Cukup,Baik,Cukup,20.280893124360084,15.544883821619283,16.66627078384798,B,B,B+,B+,B+,A-,76.66166666666668,3.04
12.0,15.0,12.0,10.0,12.5,10.0,18.0,19.0,7.0,15.0,Baik,Baik,Tinggi,20.280893124360084,15.256241881945448,16.66627078384798,B+,A-,A-,A,B+,B+,81.66250000000001,3.45
15.0,18.0,13.0,12.0,12.5,12.0,20.0,10.0,10.0,18.0,Tinggi,Cukup,Baik,19.650823029061982,17.85401933900996,17.85391923990499,A-,A-,A,A-,B+,A-,83.32916666666667,3.51
18.0,18.0,12.0,12.0,13.5,11.0,20.0,16.0,6.0,11.0,Cukup,Kurang,Cukup,20.280893124360084,14.10167412325011,17.378859857482187,B,B+,A-,B+,B+,B+,77.495,2.98
18.0,18.0,12.0,12.0,12.5,13.5,17.0,10.0,17.0,12.0,Cukup,Baik,Cukup,19.650823029061982,13.52439024390244,15.478622327790974,A-,A,B,A,A-,B+,83.33,3.4
18.0,17.0,10.0,13.0,11.5,12.5,13.0,9.0,17.0,7.0,Rendah,Baik,Kurang,16.185437504922422,14.67895800259778,15.478622327790974,B,A-,B,B,B+,A,78.32916666666667,2.98
18.0,15.0,10.0,10.0,10.0,9.5,20.0,12.0,5.0,7.0,Cukup,,Kurang,,18.431303218357627,19.9916864608076,B+,B,A-,B+,B+,A-,78.32833333333333,2.91
11.0,12.0,14.0,11.0,13.0,12.0,18.0,10.0,15.0,17.0,Baik,Cukup,Baik,18.075647790816728,14.967599942271614,16.42874109263658,B+,A-,A,A,A,B+,85.83083333333333,3.67
17.0,18.0,12.0,11.0,12.5,12.0,11.0,10.0,5.0,15.0,Cukup,Baik,Kurang,,15.544883821619283,17.141330166270784,B+,A-,B+,B+,B,B,76.66166666666668,3.03
13.0,15.0,10.0,10.0,13.5,9.5,17.0,10.0,7.0,7.0,Kurang,Kurang,Kurang,19.33578798141293,14.390316062923944,14.76603325415677,B+,B,A-,B+,B+,A,79.99583333333334,3.13
16.0,18.0,11.0,14.0,12.5,12.5,20.0,14.0,8.0,8.0,Kurang,Baik,Cukup,20.280893124360084,14.967599942271614,19.5166270783848,B+,B+,A-,A-,A-,A-,80.82833333333333,3.11
15.0,18.0,11.0,10.0,12.0,12.0,20.0,14.0,10.0,18.0,Baik,Cukup,Baik,19.02075293376388,11.503896666185598,18.328978622327792,A-,A-,A,A,B,B,82.49666666666667,3.27
18.0,15.0,12.0,11.0,10.5,10.0,12.0,12.0,17.0,4.0,Baik,Cukup,Baik,17.130542647869575,13.52439024390244,16.66627078384798,A-,B,B+,A-,B,A-,78.32833333333333,3.12
14.0,16.0,12.0,9.0,9.5,11.5,17.0,11.0,14.0,2.0,Kurang,Rendah,Tinggi,15.87040245727337,12.658464424880936,14.290973871733968,B,B,B,A-,A-,A,79.16250000000001,3.21
18.0,17.0,9.0,12.0,12.0,13.0,19.0,15.0,9.0,15.0,Tinggi,Baik,Baik,20.280893124360084,18.431303218357627,19.041567695961994,A,A-,B,A,A-,A-,84.16333333333334,3.25
15.0,17.0,11.0,12.0,10.5,12.0,12.0,13.0,16.0,1.0,Kurang,Cukup,Cukup,11.459911790186656,14.967599942271614,17.378859857482187,A,A-,A,A-,A-,A,87.4975,3.3
12.0,11.0,11.0,12.0,10.0,8.5,16.0,11.0,17.0,1.0,Baik,Baik,Cukup,16.815507600220524,13.813032183576276,16.19121140142518,B+,B+,B+,A-,A,A-,81.66250000000001,3.07
16.0,10.0,13.0,11.0,10.5,9.0,14.0,9.0,17.0,5.0,Baik,Kurang,Cukup,17.445577695518626,13.235748304228606,17.378859857482187,B+,B,A-,A-,B+,A-,79.16166666666668,3.35
17.0,18.0,10.0,12.0,10.0,12.5,8.0,8.0,19.0,1.0,Kurang,Kurang,Baik,20.280893124360084,14.967599942271614,18.566508313539195,A,A-,A,A-,B+,A-,84.99666666666667,3.28
18.0,16.0,12.0,11.0,11.0,12.0,17.0,12.0,16.0,7.0,Cukup,Baik,Baik,17.445577695518626,15.544883821619283,16.19121140142518,B+,B,A,A-,A-,A,83.33,3.36
17.0,18.0,12.0,12.0,13.5,13.0,20.0,20.0,10.0,4.0,Baik,Baik,Baik,14.925297314326217,15.256241881945448,17.141330166270784,A,A,B+,A-,B+,A-,84.16333333333334,3.4
16.0,12.0,12.0,11.0,10.5,10.0,12.0,8.0,14.0,6.0,Cukup,Baik,Kurang,19.02075293376388,14.67895800259778,16.66627078384798,A-,B,B,A-,B+,B,76.66166666666668,3.23
18.0,16.0,13.0,12.0,9.5,12.0,19.0,12.0,17.0,7.0,Cukup,Baik,Tinggi,19.33578798141293,18.431303218357627,17.378859857482187,B+,B+,A,A-,B+,B+,80.82916666666667,3.5
13.0,13.0,11.0,11.0,9.0,12.0,16.0,7.0,16.0,1.0,Baik,Tinggi,Baik,20.280893124360084,16.988093519988457,18.328978622327792,B+,B,A-,B,B,A-,76.66166666666668,3.15
18.0,18.0,12.0,14.0,12.5,13.5,19.0,14.0,9.0,3.0,Baik,Baik,Cukup,19.650823029061982,14.67895800259778,17.141330166270784,B+,B,B+,B+,A-,A,79.99583333333334,3.28
14.0,13.0,10.0,12.0,10.5,11.5,20.0,8.0,16.0,8.0,Cukup,Kurang,,16.815507600220524,14.10167412325011,16.19121140142518,A-,A-,A,A-,B+,A-,83.32916666666667,3.42
7.0,7.0,10.0,12.0,9.5,8.0,20.0,8.0,20.0,5.0,Cukup,Baik,Baik,18.70571788611483,14.67895800259778,18.566508313539195,B+,B,A-,A-,B+,A,80.82916666666667,3.25
13.0,12.0,12.0,12.0,10.0,12.0,14.0,11.0,16.0,7.0,Kurang,Baik,Tinggi,20.280893124360084,16.699451580314623,17.378859857482187,B+,B+,A-,B+,B+,A-,79.16166666666668,3.27
18.0,18.0,11.0,14.0,11.5,14.0,16.0,10.0,16.0,3.0,Baik,Tinggi,Baik,15.555367409624319,13.235748304228606,13.815914489311165,B+,B+,A,A-,B+,A-,81.66250000000001,3.53
15.0,16.0,12.0,14.0,11.5,11.5,14.0,8.0,20.0,6.0,Cukup,Baik,Cukup,19.02075293376388,15.256241881945448,15.478622327790974,B,A-,A,B+,B+,A-,80.82916666666667,3.19
13.0,14.0,12.0,14.0,11.5,10.5,12.0,11.0,20.0,1.0,Kurang,Baik,Baik,20.280893124360084,14.10167412325011,14.76603325415677,A,A-,A,A,A,A-,89.165,3.7
17.0,18.0,12.0,14.0,12.5,13.0,10.0,8.0,14.0,1.0,Baik,Baik,Tinggi,12.405016933133808,10.637970847164095,11.678147268408551,B+,B+,A,A-,A-,A,84.16333333333334,3.46
17.0,15.0,12.0,10.0,11.0,13.0,13.0,14.0,13.0,1.0,Kurang,Kurang,Cukup,19.965858076711033,14.67895800259778,18.804038004750595,B+,B,A-,A-,A-,A-,79.995,3.17
16.0,13.0,10.0,11.0,10.5,8.5,7.0,8.0,15.0,1.0,Baik,Baik,Baik,17.445577695518626,15.833525761293117,16.42874109263658,B+,A-,A,A-,B+,B+,81.66250000000001,3.5
16.0,18.0,10.0,12.0,11.5,13.5,20.0,9.0,18.0,9.0,Tinggi,Baik,Baik,19.650823029061982,14.390316062923944,17.141330166270784,A-,A-,B,A-,B,B+,78.32833333333333,3.58
8.0,12.0,14.0,10.0,8.5,12.0,17.0,12.0,14.0,6.0,Kurang,Kurang,Kurang,20.280893124360084,18.142661278683793,19.7541567695962,B,B,B+,A-,B,A,78.32916666666667,3.12
13.0,13.0,12.0,10.0,10.0,10.5,13.0,11.0,17.0,2.0,Baik,Cukup,Baik,18.39068283846578,12.947106364554772,16.42874109263658,A-,A-,B+,A,B+,A-,82.49583333333334,3.41
18.0,16.0,10.0,12.0,11.0,11.0,18.0,12.0,13.0,1.0,Baik,Cukup,Baik,19.02075293376388,15.256241881945448,15.716152019002376,B,B+,B,A-,B+,B,75.82833333333333,3.15
,,,,,,,,,,,,,20.280893124360084,16.410809640640785,16.903800475059384,B,B,A-,B+,A-,B+,77.495,3.17
17.0,17.0,10.0,12.0,13.5,11.5,18.0,13.0,6.0,1.0,Baik,Cukup,Cukup,,17.27673545966229,19.9916864608076,B+,B+,B+,B+,A-,A,80.82916666666667,3.29
15.0,11.0,11.0,11.0,12.0,10.0,17.0,14.0,9.0,5.0,Kurang,Cukup,Cukup,17.130542647869575,12.658464424880936,14.76603325415677,B,B,A-,B+,A-,B,76.66166666666668,2.92
13.0,10.0,12.0,11.0,9.5,12.0,16.0,9.0,14.0,1.0,Cukup,Cukup,Baik,19.650823029061982,16.12216770096695,17.616389548693586,B+,B,B+,B+,B+,A-,77.495,3.34
13.0,16.0,12.0,12.0,10.5,11.5,19.0,11.0,17.0,10.0,Cukup,Baik,Cukup,20.280893124360084,15.833525761293117,18.804038004750595,B+,B,B+,B+,A-,A,79.99583333333334,3.24
16.0,18.0,11.0,12.0,10.5,13.0,,,,,Kurang,Cukup,Cukup,20.280893124360084,16.12216770096695,16.42874109263658,B+,B,C+,A-,B+,B+,74.995,3.15
13.0,16.0,10.0,12.0,12.5,8.5,13.0,10.0,16.0,3.0,Cukup,Baik,Cukup,20.280893124360084,16.410809640640785,19.7541567695962,A,A,A-,A-,B+,A-,84.99666666666667,3.58
16.0,16.0,13.0,11.0,12.5,11.5,16.0,11.0,20.0,7.0,Baik,Rendah,Cukup,16.185437504922422,13.235748304228606,14.053444180522566,B+,A,B+,A-,A-,B+,81.66250000000001,3.75
13.0,11.0,14.0,11.0,10.5,8.0,17.0,9.0,12.0,1.0,Tinggi,Kurang,Tinggi,,,,B+,B,A-,A-,A-,A,81.66250000000001,3.51
9.0,12.0,13.0,11.0,10.5,9.0,13.0,14.0,13.0,1.0,Baik,Baik,Baik,20.280893124360084,15.833525761293117,15.716152019002376,B,B,B+,B+,B+,A,78.32916666666667,3.0
17.0,11.0,11.0,11.0,10.0,13.0,18.0,11.0,11.0,7.0,Baik,Baik,Cukup,,,,B+,B,B+,A-,B+,A-,78.32833333333333,3.29
13.0,14.0,12.0,12.0,10.0,10.5,17.0,7.0,20.0,11.0,Kurang,Rendah,Baik,,,,B+,B+,A-,A,B+,B,79.99583333333334,3.42
13.0,18.0,12.0,11.0,9.5,12.0,,,,,Kurang,Baik,Baik,20.280893124360084,14.10167412325011,16.42874109263658,A-,B,A,A,A-,B+,83.33,3.4
18.0,15.0,11.0,10.0,11.5,11.0,17.0,11.0,13.0,1.0,Baik,Cukup,Baik,,,,B,B+,B+,A-,B+,A-,78.32833333333333,3.47
17.0,5.0,12.0,14.0,10.5,10.0,19.0,10.0,10.0,10.0,Baik,Baik,Cukup,,19.0085870977053,19.9916864608076,A-,B+,A,B+,B+,A-,81.66250000000001,3.4
13.0,18.0,10.0,12.0,9.5,11.5,8.0,16.0,16.0,1.0,Cukup,Cukup,Cukup,16.815507600220524,11.503896666185598,14.76603325415677,A-,A-,A-,A,B+,B+,82.49583333333334,3.68
16.0,18.0,10.0,8.0,9.5,11.5,17.0,11.0,10.0,3.0,Baik,Baik,Cukup,20.280893124360084,18.142661278683793,19.041567695961994,A-,B,A-,B+,B+,B,77.495,3.38
,8.0,11.0,10.0,9.5,11.5,,,,,Rendah,Cukup,Kurang,20.280893124360084,19.297229037379132,,B,B,A-,B+,B+,B,75.82833333333333,3.04
18.0,16.0,14.0,12.0,12.5,13.5,17.0,13.0,17.0,4.0,Rendah,Baik,Cukup,,,,A-,B+,A-,B+,B+,A-,79.995,3.3
18.0,17.0,13.0,11.0,12.5,14.0,16.0,11.0,5.0,1.0,Baik,Tinggi,Tinggi,18.075647790816728,12.947106364554772,15.478622327790974,B+,B,B+,B+,B+,B,75.82833333333333,2.86
18.0,13.0,12.0,12.0,12.5,13.0,11.0,7.0,14.0,11.0,Baik,Cukup,Cukup,,,,A-,B,B,A-,B+,B,76.66166666666668,3.58
8.0,13.0,12.0,12.0,12.5,10.5,16.0,10.0,19.0,1.0,Cukup,Rendah,Kurang,,,,B,B,A,B+,B,B+,77.49583333333334,3.36
13.0,13.0,12.0,15.0,10.5,11.0,18.0,11.0,10.0,14.0,Baik,Cukup,Cukup,20.280893124360084,18.142661278683793,18.566508313539195,A-,B+,A,B+,A,A,85.83083333333333,3.49
18.0,18.0,12.0,11.0,11.5,11.0,20.0,13.0,17.0,1.0,Baik,Cukup,Cukup,19.650823029061982,,18.09144893111639,B,B+,B+,A-,A,A-,80.82916666666667,3.24
13.0,15.0,12.0,10.0,10.5,11.0,10.0,12.0,13.0,3.0,Cukup,Baik,Cukup,20.280893124360084,15.256241881945448,18.09144893111639,B,B,B,B,B+,B,73.32833333333333,2.91
18.0,18.0,12.0,13.0,12.5,14.5,16.0,7.0,18.0,1.0,Baik,Baik,Baik,20.280893124360084,16.12216770096695,18.804038004750595,B,B+,B,B,B+,B,74.16166666666668,3.4
15.0,14.0,10.0,14.0,10.0,10.0,15.0,10.0,16.0,1.0,Kurang,Kurang,Cukup,20.280893124360084,19.8745129167268,19.7541567695962,B,B,B,B+,B,B+,74.16166666666668,3.41
18.0,18.0,13.0,12.0,12.5,12.0,13.0,12.0,18.0,1.0,Cukup,Tinggi,Baik,19.965858076711033,17.27673545966229,19.279097387173397,B,B,B,B,A-,A-,75.82833333333333,3.26
18.0,18.0,12.0,13.0,12.0,14.0,13.0,3.0,17.0,2.0,Baik,Baik,Baik,,,,B,B,B,B+,A-,A-,76.66166666666668,3.4
13.0,10.0,10.0,13.0,9.0,9.5,15.0,5.0,20.0,1.0,Baik,Cukup,Baik,20.280893124360084,17.565377399336125,18.804038004750595,A-,B,B+,A,B+,B,79.16250000000001,3.25
13.0,16.0,10.0,12.0,13.0,14.0,20.0,16.0,12.0,1.0,Tinggi,Baik,Cukup,,,,B+,B+,A,A-,A-,A,84.16333333333334,3.23
11.0,11.0,12.0,12.0,9.0,10.5,11.0,10.0,20.0,1.0,Tinggi,Cukup,Baik,20.280893124360084,16.699451580314623,16.903800475059384,B+,B+,B+,A-,B,B+,77.495,3.0
17.0,18.0,12.0,13.0,13.0,11.0,15.0,9.0,18.0,1.0,Baik,Baik,Baik,19.02075293376388,15.833525761293117,16.66627078384798,B,B,B,B+,A-,A,78.32916666666667,3.41
18.0,18.0,14.0,10.0,12.0,11.0,16.0,14.0,17.0,1.0,Cukup,Cukup,Cukup,17.130542647869575,17.85401933900996,15.003562945368172,B+,B+,B+,A-,A-,A,81.66250000000001,3.35
15.0,13.0,13.0,12.0,9.5,11.0,13.0,11.0,18.0,1.0,Cukup,Baik,Cukup,,,,B+,B,A-,A-,A-,A-,79.995,3.09
18.0,17.0,13.0,13.0,10.0,11.0,13.0,8.0,15.0,1.0,Cukup,Baik,Cukup,20.280893124360084,14.967599942271614,16.19121140142518,B+,B,B,B+,A-,A-,77.495,3.31
18.0,18.0,13.0,11.0,14.0,13.5,7.0,7.0,20.0,4.0,Kurang,Cukup,Cukup,15.87040245727337,12.947106364554772,15.003562945368172,A-,B,B,A-,A-,B,77.495,3.68
15.0,9.0,12.0,13.0,9.5,11.5,11.0,16.0,17.0,1.0,Cukup,Baik,Baik,,,,B,A,A-,A-,B+,B+,80.82916666666667,3.3
13.0,10.0,11.0,12.0,9.0,11.5,,,,,Rendah,Kurang,Kurang,20.280893124360084,17.565377399336125,19.9916864608076,A-,B+,A-,A,B+,A-,82.49583333333334,3.27
18.0,18.0,14.0,13.0,12.5,12.0,14.0,13.0,18.0,1.0,Baik,Baik,Baik,20.280893124360084,15.256241881945448,16.42874109263658,B+,B,A-,B+,B+,B,76.66166666666668,3.29
18.0,18.0,12.0,10.0,11.5,11.5,17.0,11.0,18.0,1.0,Baik,Tinggi,Cukup,,20.163154856400638,19.9916864608076,B+,A-,A,A-,B+,B,80.82916666666667,3.26
11.0,17.0,14.0,12.0,12.0,10.0,18.0,8.0,8.0,15.0,Cukup,Cukup,Cukup,9.0,9.194761148794921,9.77790973871734,A,A-,B+,A-,A-,A-,83.32916666666667,3.52
,,14.0,11.0,9.5,11.5,16.0,7.0,12.0,7.0,Kurang,Cukup,Kurang,9.2546664566433,6.59698369173041,10.015439429928742,A,A,A-,A-,B+,A-,84.99666666666667,3.26
15.0,18.0,10.0,9.0,14.0,13.0,15.0,1.0,11.0,12.0,Kurang,Kurang,Kurang,7.994526266047096,6.59698369173041,10.490498812351545,A,B,B,A-,A-,A-,80.82916666666667,3.3
11.0,15.0,14.0,11.0,12.0,7.0,16.0,3.0,15.0,18.0,Baik,Baik,Baik,8.0,6.8856256314042446,8.115201900237532,A,A,A,A-,B+,B+,85.83083333333333,3.53
9.0,7.0,11.0,11.0,13.0,9.5,20.0,3.0,9.0,20.0,Cukup,Baik,Cukup,8.0,7.0,8.590261282660334,A,B+,B-,A-,B+,B+,79.16250000000001,3.26
10.0,11.0,14.0,11.0,11.0,11.0,17.0,8.0,9.0,10.0,Baik,Cukup,Cukup,9.56970150429235,7.174267571078079,9.54038004750594,B,B+,B,B+,A,A-,79.16250000000001,3.13
14.0,14.0,12.0,11.0,9.0,10.5,16.0,5.0,14.0,11.0,Cukup,Baik,Baik,12.405016933133808,7.174267571078079,8.115201900237532,B,B+,B+,A-,B,A-,77.495,3.09
10.0,15.0,9.0,9.0,13.0,14.0,12.0,3.0,8.0,13.0,Rendah,Baik,Kurang,9.2546664566433,7.751551450425748,7.640142517814729,A-,B+,C+,A-,B,B,74.995,3.18
16.0,17.0,12.0,14.0,13.5,11.0,17.0,9.0,5.0,20.0,Cukup,Kurang,Cukup,10.829841694888554,7.0,9.302850356294538,B,B,A-,B,A,A-,79.16250000000001,2.95
,,14.0,11.0,10.0,8.5,18.0,7.0,9.0,16.0,Cukup,Cukup,Cukup,9.56970150429235,6.59698369173041,8.590261282660334,B+,B,B,A,A-,A-,79.99583333333334,3.3
14.0,12.0,14.0,13.0,12.0,10.5,20.0,7.0,11.0,17.0,Baik,Baik,Baik,12.405016933133808,6.0,10.490498812351545,A-,B,B+,A,B+,B+,79.99583333333334,3.23
14.0,12.0,11.0,12.0,13.0,12.5,20.0,5.0,3.0,20.0,,,,8.624596361345198,7.4629095107519134,8.352731591448933,A-,A-,B,A,B,A-,80.82916666666667,3.35
18.0,18.0,14.0,13.0,12.0,14.5,20.0,1.0,9.0,20.0,Baik,Cukup,Baik,7.0,7.0,8.827790973871736,A,A-,B+,B+,A-,A-,82.49583333333334,3.62
14.0,15.0,13.0,10.0,12.0,13.0,18.0,1.0,9.0,18.0,Cukup,Baik,Cukup,8.0,7.0,9.77790973871734,B+,B+,B-,B,B,B,73.32833333333333,3.02
,,14.0,10.0,14.0,12.0,20.0,9.0,10.0,20.0,Tinggi,Cukup,Cukup,9.2546664566433,8.040193390099583,8.590261282660334,B+,B+,B,A-,B,B,75.82833333333333,3.12
10.0,18.0,10.0,9.0,12.0,9.0,9.0,10.0,12.0,9.0,,,,8.0,7.751551450425748,10.252969121140143,A,B+,B+,B,A-,A-,80.82916666666667,3.3
18.0,15.0,13.0,12.0,13.5,14.0,20.0,7.0,11.0,10.0,Tinggi,Baik,Baik,10.829841694888554,7.0,9.302850356294538,B,A,A-,B+,A,A-,83.33,3.51
,,10.0,10.0,9.0,10.0,18.0,5.0,9.0,13.0,,,,7.0,7.0,8.827790973871736,A-,B,A-,A-,B+,A-,79.995,3.13
,,15.0,12.0,11.0,13.0,20.0,1.0,5.0,19.0,Cukup,Kurang,Kurang,8.624596361345198,8.040193390099583,8.827790973871736,A,A-,B+,B+,A,A,85.83083333333333,3.34
13.0,15.0,12.0,11.0,11.0,11.0,20.0,5.0,13.0,19.0,Cukup,Cukup,Kurang,9.56970150429235,7.0,8.590261282660334,A,B,A-,A,B,B,80.83,3.35
7.0,9.0,10.0,9.0,10.0,13.5,20.0,3.0,15.0,20.0,Cukup,Cukup,Kurang,7.994526266047096,6.8856256314042446,9.302850356294538,A,B+,A,A-,B,B,81.66333333333334,3.21
8.0,14.0,10.0,10.0,11.5,8.5,13.0,5.0,11.0,11.0,Cukup,Cukup,Cukup,10.829841694888554,8.617477269447253,8.115201900237532,A,B+,B+,A-,A,A-,84.16333333333334,3.43
,,13.0,11.0,12.0,11.0,18.0,8.0,9.0,18.0,Kurang,Baik,Cukup,8.624596361345198,7.0,8.590261282660334,A,A-,B+,A,A,A,88.33166666666666,3.55
9.0,11.0,12.0,9.0,13.5,12.0,20.0,10.0,9.0,20.0,Baik,Baik,Baik,10.829841694888554,7.174267571078079,9.302850356294538,A,B+,B+,A-,B+,B+,80.82916666666667,3.33
17.0,14.0,9.0,9.0,13.5,10.0,20.0,7.0,14.0,12.0,Kurang,Baik,Cukup,9.2546664566433,7.0,8.352731591448933,A,B+,A,A-,B+,A-,84.16333333333334,3.27
14.0,18.0,14.0,11.0,11.5,10.5,17.0,5.0,12.0,16.0,Cukup,Baik,Cukup,10.199771599590452,7.0,8.352731591448933,A,A,B+,A-,A-,A-,84.99666666666667,3.69
13.0,13.0,14.0,13.0,12.0,8.5,17.0,3.0,11.0,17.0,Baik,Tinggi,Tinggi,7.0,6.8856256314042446,6.452494061757722,A-,A-,A-,A-,A,A-,84.16250000000001,3.76
5.0,11.0,12.0,10.0,10.5,8.5,11.0,8.0,3.0,19.0,Kurang,Baik,Cukup,8.0,6.0,8.115201900237532,A,A-,A,B,B,B,80.83,3.37
,,12.0,8.0,14.0,13.5,20.0,10.0,12.0,20.0,Kurang,Baik,Baik,8.624596361345198,7.0,8.827790973871736,A,B+,B+,A-,A-,B+,81.66250000000001,3.11
12.0,15.0,12.0,11.0,12.5,12.5,20.0,3.0,16.0,20.0,Baik,Cukup,Cukup,6.7343860754508915,7.0,9.54038004750594,A,A-,B+,A,A,B+,85.83083333333333,3.57
12.0,18.0,12.0,12.0,10.5,11.0,20.0,5.0,8.0,20.0,Kurang,Cukup,Cukup,8.0,6.0,7.640142517814729,C,A-,A-,B+,B+,,75.495,3.14
12.0,14.0,11.0,11.0,11.0,11.5,13.0,3.0,10.0,12.0,Baik,Tinggi,Tinggi,9.0,8.040193390099583,9.065320665083137,A-,A,B,A-,A-,A-,82.49583333333334,3.55
12.0,11.0,10.0,10.0,13.0,13.0,20.0,5.0,10.0,12.0,Cukup,Kurang,Baik,7.679491218398044,7.0,9.54038004750594,A,B+,B,A-,B,A-,79.99583333333334,3.11
12.0,18.0,,,,,,,,,,,,,,,A-,B+,B+,B+,A-,A-,79.995,2.94
10.0,9.0,11.0,9.0,9.0,11.5,20.0,8.0,11.0,20.0,Cukup,Cukup,Kurang,8.0,7.4629095107519134,10.490498812351545,A,B+,A,A-,B,B,81.66333333333334,3.46
11.0,7.0,12.0,9.0,9.0,8.5,20.0,3.0,14.0,16.0,Baik,Cukup,Baik,10.829841694888554,7.0,9.302850356294538,A,B+,B+,B+,A,A-,83.33,3.5
15.0,15.0,12.0,11.0,11.5,12.0,19.0,7.0,10.0,13.0,Tinggi,Baik,Tinggi,9.884736551941401,7.4629095107519134,9.302850356294538,A,A-,B+,B+,B+,A-,81.66250000000001,3.5
15.0,18.0,13.0,10.0,12.0,12.0,14.0,3.0,14.0,8.0,,,,8.624596361345198,7.0,8.352731591448933,A-,A-,A,A-,A-,B+,83.32916666666667,3.43
12.0,15.0,13.0,10.0,11.5,12.5,14.0,3.0,12.0,10.0,Baik,Cukup,Baik,8.0,6.8856256314042446,8.115201900237532,A,A-,A-,B+,B,A,83.33,3.45
,,12.0,12.0,11.5,12.0,20.0,9.0,13.0,10.0,,,,7.679491218398044,7.0,9.54038004750594,A,A-,A,B+,A-,A-,84.99666666666667,3.37
,,14.0,9.0,14.0,13.0,18.0,8.0,8.0,19.0,,,,9.884736551941401,8.040193390099583,10.490498812351545,B+,B,B+,B+,A-,B+,77.495,3.12
,,12.0,13.0,11.5,13.5,18.0,5.0,10.0,20.0,,,,8.624596361345198,7.4629095107519134,6.927553444180525,A-,A-,A-,B+,B,B+,79.16166666666668,3.39
,,9.0,9.0,11.5,10.5,,,,,Baik,Baik,Baik,10.199771599590452,7.174267571078079,9.302850356294538,A,A-,B+,A-,B,B+,80.82916666666667,3.19
,,11.0,9.0,8.0,9.0,18.0,7.0,9.0,7.0,,,,6.7343860754508915,6.0,6.927553444180525,B+,A-,B,B+,A,A,82.49666666666667,3.23
,,14.0,13.0,11.5,9.0,15.0,7.0,15.0,7.0,,,,8.0,6.8856256314042446,7.640142517814729,A,A,B+,A-,A-,A-,84.99666666666667,3.65
9.0,11.0,13.0,10.0,12.5,10.0,12.0,8.0,7.0,20.0,Kurang,Baik,Cukup,8.624596361345198,6.0,8.115201900237532,A,A,A-,A,A-,A-,87.4975,3.85
,,13.0,11.0,12.0,11.5,20.0,7.0,11.0,10.0,,,,9.56970150429235,8.328835329773417,9.065320665083137,B,B+,B+,B+,A-,B+,77.495,3.29
13.0,15.0,14.0,10.0,9.5,9.5,19.0,5.0,12.0,14.0,Baik,Baik,Cukup,10.514806647239503,7.174267571078079,9.065320665083137,A,B+,B,A-,A-,B+,80.82916666666667,3.53
9.0,15.0,14.0,10.0,13.0,9.0,12.0,1.0,13.0,16.0,,,,9.2546664566433,6.0,7.4026128266033275,A-,A-,B,B+,A-,B+,79.16166666666668,3.53
13.0,12.0,7.0,11.0,11.5,12.5,16.0,1.0,10.0,7.0,Kurang,Cukup,Baik,9.884736551941401,7.751551450425748,9.54038004750594,A,A-,B+,A-,A-,A-,83.32916666666667,3.67
18.0,16.0,12.0,11.0,12.0,11.0,18.0,3.0,9.0,16.0,Cukup,Baik,Baik,10.199771599590452,6.0,10.015439429928742,A,A-,A-,A-,A,A-,85.83,3.22
10.0,18.0,13.0,11.0,12.0,11.5,20.0,7.0,12.0,20.0,Baik,Baik,Kurang,11.459911790186656,6.8856256314042446,9.54038004750594,A,A-,A-,A-,A-,A-,84.16250000000001,3.41
14.0,18.0,12.0,11.0,13.0,10.0,12.0,8.0,12.0,11.0,Kurang,Cukup,Cukup,10.199771599590452,7.174267571078079,9.302850356294538,A,A-,B+,B+,B,A-,80.82916666666667,3.66
11.0,12.0,13.0,13.0,13.5,11.5,20.0,7.0,9.0,20.0,Cukup,Baik,Cukup,8.939631408994249,8.040193390099583,6.6900237529691235,A-,A-,B+,B+,A-,B,79.16166666666668,3.34
12.0,10.0,12.0,10.0,8.5,11.5,13.0,9.0,7.0,12.0,,,,10.829841694888554,6.59698369173041,9.77790973871734,A-,A-,A-,B+,A-,B+,80.82833333333333,3.25
15.0,18.0,13.0,12.0,12.0,11.0,20.0,8.0,9.0,20.0,Baik,Baik,Baik,12.089981885484757,8.328835329773417,10.252969121140143,A,A,A,A,A-,A-,89.165,3.7
13.0,16.0,12.0,13.0,13.5,12.0,20.0,8.0,11.0,16.0,Cukup,Cukup,Cukup,8.624596361345198,6.0,9.302850356294538,A,A,B,B,A-,A-,82.49666666666667,3.1
